investor,stock,company,sector,pct,shares,value_idr,type,lf
HEYOKHA MAGNA MATER,BISI,BISI INTERNATIONAL Tbk,CROPS,1.11,33200000,27556000000.0,Others,Foreign
PEMDA PROVINSI JAWA BARAT,BJBR,BANK JABAR BANTEN Tbk,BANK,38.52,4053172595,3283069801950.0,Unknown,Foreign
PEMDA KABUPATEN BANDUNG,BJBR,BANK JABAR BANTEN Tbk,BANK,7.24,761921189,617156163090.0,Unknown,Foreign
PEMDA PROVINSI BANTEN,BJBR,BANK JABAR BANTEN Tbk,BANK,4.95,520589856,421677783360.0,Unknown,Foreign
PERUSAHAAN PERSEROAN (PERSERO) PT. ASABRI,BJBR,BANK JABAR BANTEN Tbk,BANK,4.08,429468900,347869809000.0,Insurance,Local
PT. ASURANSI JIWA IFG,BJBR,BANK JABAR BANTEN Tbk,BANK,3.15,331665400,268648974000.0,Insurance,Local
PEMDA KABUPATEN TANGERANG,BJBR,BANK JABAR BANTEN Tbk,BANK,2.94,309379471,250597371510.0,Unknown,Foreign
PEMDA KABUPATEN BOGOR,BJBR,BANK JABAR BANTEN Tbk,BANK,2.06,216575147,175425869070.0,Unknown,Foreign
PT TASPEN (PERSERO),BJBR,BANK JABAR BANTEN Tbk,BANK,1.92,201734100,163404621000.0,Insurance,Local
PEMDA KABUPATEN SERANG,BJBR,BANK JABAR BANTEN Tbk,BANK,1.53,161424407,130753769670.0,Unknown,Foreign
PEMDA KABUPATEN TASIKMALAYA,BJBR,BANK JABAR BANTEN Tbk,BANK,1.34,140916899,114142688190.0,Unknown,Foreign
PEMDA KOTA TANGERANG,BJBR,BANK JABAR BANTEN Tbk,BANK,1.27,133799152,108377313120.0,Unknown,Foreign
PEMDA KOTA BANDUNG,BJBR,BANK JABAR BANTEN Tbk,BANK,1.18,124048575,100479345750.0,Unknown,Foreign
PEMDA KOTA CIMAHI,BJBR,BANK JABAR BANTEN Tbk,BANK,1.06,111215958,90084925980.0,Unknown,Foreign
PEMDA KABUPATEN PANDEGLANG,BJBR,BANK JABAR BANTEN Tbk,BANK,1.05,110162524,89231644440.0,Unknown,Foreign
PEMDA TINGKAT I PROVINSI JAWA TIMUR,BJTM,BANK PEMBANGUNAN DAERAH JAWA TIMUR Tbk,BANK,51.13,7676913648,4375840779360.0,Unknown,Foreign
PT TASPEN (PERSERO),BJTM,BANK PEMBANGUNAN DAERAH JAWA TIMUR Tbk,BANK,2.76,414504700,236267679000.0,Insurance,Local
PEMDA TINGKAT II KABUPATEN SIDOARJO,BJTM,BANK PEMBANGUNAN DAERAH JAWA TIMUR Tbk,BANK,2.47,370155850,210988834500.0,Unknown,Foreign
PEMDA TINGKAT II KOTA SURABAYA,BJTM,BANK PEMBANGUNAN DAERAH JAWA TIMUR Tbk,BANK,2.13,319243457,181968770490.0,Unknown,Foreign
PEMDA TINGKAT II KABUPATEN BOJONEGORO,BJTM,BANK PEMBANGUNAN DAERAH JAWA TIMUR Tbk,BANK,2.0,300288632,171164520240.0,Unknown,Foreign
PEMDA TINGKAT II KABUPATEN BANYUWANGI,BJTM,BANK PEMBANGUNAN DAERAH JAWA TIMUR Tbk,BANK,1.8,270036117,153920586690.0,Unknown,Foreign
PEMDA TINGKAT II KABUPATEN MALANG,BJTM,BANK PEMBANGUNAN DAERAH JAWA TIMUR Tbk,BANK,1.69,253635445,144572203650.0,Unknown,Foreign
PEMDA TINGKAT II KABUPATEN GRESIK,BJTM,BANK PEMBANGUNAN DAERAH JAWA TIMUR Tbk,BANK,1.47,220213170,125521506900.0,Unknown,Foreign
PEMDA TINGKAT II KABUPATEN TUBAN,BJTM,BANK PEMBANGUNAN DAERAH JAWA TIMUR Tbk,BANK,1.45,217418404,123928490280.0,Unknown,Foreign
PEMDA TINGKAT II KABUPATEN NGAWI,BJTM,BANK PEMBANGUNAN DAERAH JAWA TIMUR Tbk,BANK,1.44,215763995,122985477150.0,Unknown,Foreign
"ADHIBALARAJA, PT.",BKDP,BUKIT DARMO PROPERTY Tbk,PROPERTY AND REAL ESTATE,34.6,2600000000,145600000000.0,Unknown,Foreign
"PRIMANTARA WISESA SEJAHTERA ,PT",BKDP,BUKIT DARMO PROPERTY Tbk,PROPERTY AND REAL ESTATE,32.76,2461554500,137847052000.0,Corporation,Local
HENDRO SUMAMPOW,BKDP,BUKIT DARMO PROPERTY Tbk,PROPERTY AND REAL ESTATE,8.3,623500000,34916000000.0,Individual,Local
IEVAN DANIAR SUMAMPOW,BKDP,BUKIT DARMO PROPERTY Tbk,PROPERTY AND REAL ESTATE,4.58,344181167,19274145352.0,Individual,Local
LEOTINE IERMA AGUSTINA.S,BKDP,BUKIT DARMO PROPERTY Tbk,PROPERTY AND REAL ESTATE,3.92,294181167,16474145352.0,Individual,Local
IEFENN ADRIANNE SUMAMPOW,BKDP,BUKIT DARMO PROPERTY Tbk,PROPERTY AND REAL ESTATE,3.92,294181167,16474145352.0,Individual,Local
J WAHYOEDI HIDAYAT,BKDP,BUKIT DARMO PROPERTY Tbk,PROPERTY AND REAL ESTATE,2.88,216228900,12108818400.0,Individual,Local
ENDANG LESTARI PUJIASTUTI,BKDP,BUKIT DARMO PROPERTY Tbk,PROPERTY AND REAL ESTATE,1.91,143449332,8033162592.0,Individual,Local
ADHIBALADIKA AGUNG,BKDP,BUKIT DARMO PROPERTY Tbk,PROPERTY AND REAL ESTATE,1.47,110425600,6183833600.0,Corporation,Local
PT SAKTI GENERASI PERDANA,BKSL,SENTUL CITY Tbk,PROPERTY AND REAL ESTATE,65.27,109462099825,12259755180400.0,Corporation,Local
STELLA ISABELLA DJOHAN,BKSL,SENTUL CITY Tbk,PROPERTY AND REAL ESTATE,6.7,11235277812,1258351114944.0,Individual,Local
PT SAMUEL SEKURITAS INDONESIA,BKSL,SENTUL CITY Tbk,PROPERTY AND REAL ESTATE,5.56,9329259754,1044877092448.0,Securities Co,Local
BUKIT WAHANA GEMILANG PT,BKSL,SENTUL CITY Tbk,PROPERTY AND REAL ESTATE,2.15,3601214800,403336057600.0,Corporation,Local
HJ MEGAWATI TAUFIQ,BKSL,SENTUL CITY Tbk,PROPERTY AND REAL ESTATE,1.17,1956400000,219116800000.0,Individual,Local
GOVERNMENT OF NORWAY,BKSL,SENTUL CITY Tbk,PROPERTY AND REAL ESTATE,1.16,1943443000,217665616000.0,Others,Foreign
QATAR NATIONAL BANK Q.P.S.C.,BKSW,BANK QNB INDONESIA Tbk,BANK,91.57,32195726062,1867352111596.0,Insurance/Pension,Foreign
UOB KAY HIAN PRIVATE LIMITED,BKSW,BANK QNB INDONESIA Tbk,BANK,3.06,1074578377,62325545866.0,Securities Co,Foreign
PT KAY HIAN SEKURITAS,BKSW,BANK QNB INDONESIA Tbk,BANK,1.0,351580500,20391669000.0,Securities Co,Local
PT GLOBAL BASE UNIVERSAL,BLES,SUPERIOR PRIMA SUKSES Tbk,CEMENT,40.83,3630000000,559020000000.0,Corporation,Local
PT TATA UTAMA GEMILANG,BLES,SUPERIOR PRIMA SUKSES Tbk,CEMENT,29.7,2640000000,406560000000.0,Corporation,Local
"TANCORP INVESTAMA MULIA, PT",BLES,SUPERIOR PRIMA SUKSES Tbk,CEMENT,18.05,1605000000,247170000000.0,Corporation,Local
"LIAUW, BILLY LAW",BLES,SUPERIOR PRIMA SUKSES Tbk,CEMENT,2.23,198000000,30492000000.0,Individual,Local
DERMAWAN SUPARSONO,BLES,SUPERIOR PRIMA SUKSES Tbk,CEMENT,1.48,132000000,20328000000.0,Individual,Local
SIGMANTARA ALFINDO,BLOG,TRIMITRA TRANS PERSADA Tbk,TRANSPORTATION,50.83,1717905980,652804272400.0,Corporation,Local
PT DUA MITRA INTI SELARAS,BLOG,TRIMITRA TRANS PERSADA Tbk,TRANSPORTATION,29.17,985683750,374559825000.0,Corporation,Local
PT WIRAGUNA SEJAHTERA ABADI,BLOG,TRIMITRA TRANS PERSADA Tbk,TRANSPORTATION,3.33,112649570,42806836600.0,Corporation,Local
EVI ANITA,BLOG,TRIMITRA TRANS PERSADA Tbk,TRANSPORTATION,2.96,100000000,38000000000.0,Individual,Local
"AMANDA CIPTA PERSADA, PT",BLOG,TRIMITRA TRANS PERSADA Tbk,TRANSPORTATION,2.07,70000000,26600000000.0,Corporation,Local
PT CAKRAWALA MULIA PRIMA,BLOG,TRIMITRA TRANS PERSADA Tbk,TRANSPORTATION,1.97,66662400,25331712000.0,Corporation,Local
DRS SURONO SUBEKTI,BLOG,TRIMITRA TRANS PERSADA Tbk,TRANSPORTATION,1.03,34951600,13281608000.0,Individual,Local
"Tunggaladhi Baskara, PT",BLTA,BERLIAN LAJU TANKER Tbk,TRANSPORTATION,17.41,4383489018,188490027774.0,Corporation,Local
"ELANG MEGAH INTI, PT",BLTA,BERLIAN LAJU TANKER Tbk,TRANSPORTATION,9.4,2366547505,101761542715.0,Unknown,Foreign
BAMBANG SIHONO,BLTA,BERLIAN LAJU TANKER Tbk,TRANSPORTATION,4.39,1105609300,47541199900.0,Individual,Local
Resources Fortune LTD,BLTA,BERLIAN LAJU TANKER Tbk,TRANSPORTATION,3.79,955155787,41071698841.0,Others,Foreign
BANQUE DE LUXEMBOURG - CLIENT ACCOUNT,BLTA,BERLIAN LAJU TANKER Tbk,TRANSPORTATION,3.27,823407384,35406517512.0,Insurance/Pension,Foreign
GENERIS-D HOLDINGS PTE. LTD,BLTA,BERLIAN LAJU TANKER Tbk,TRANSPORTATION,3.12,786010349,33798445007.0,Corporation,Foreign
DEUTSCHE BANK,BLTA,BERLIAN LAJU TANKER Tbk,TRANSPORTATION,2.51,632687149,27205547407.0,Unknown,Foreign
REKSA DANA PANIN DANA MAKSIMA,BLTA,BERLIAN LAJU TANKER Tbk,TRANSPORTATION,1.87,470833500,20245840500.0,Mutual Fund,Local
PELAYARAN PRESISI PERKASA PT,BLTA,BERLIAN LAJU TANKER Tbk,TRANSPORTATION,1.69,424583683,18257098369.0,Corporation,Local
PACBLUE PTE LTD,BLTA,BERLIAN LAJU TANKER Tbk,TRANSPORTATION,1.69,424513683,18254088369.0,Corporation,Foreign
SEMINYAK AS,BLTA,BERLIAN LAJU TANKER Tbk,TRANSPORTATION,1.57,395507735,17006832605.0,Unknown,Foreign
HAIYANTO,BLTA,BERLIAN LAJU TANKER Tbk,TRANSPORTATION,1.51,381049100,16385111300.0,Individual,Local
BANK OF SINGAPORE LIMITED,BLTA,BERLIAN LAJU TANKER Tbk,TRANSPORTATION,1.41,354345996,15236877828.0,Insurance/Pension,Foreign
SUGIMAN LAYANTO,BLTA,BERLIAN LAJU TANKER Tbk,TRANSPORTATION,1.12,281228600,12092829800.0,Individual,Local
CGI HOLDINGS LIMITED,BLTZ,GRAHA LAYAR PRIMA Tbk,"ADVERTISING,PRINTING and MEDIA",51.0,445708436,1203412777200.0,Others,Foreign
COREE CAPITAL LIMITED,BLTZ,GRAHA LAYAR PRIMA Tbk,"ADVERTISING,PRINTING and MEDIA",40.0,349574856,943852111200.0,Others,Foreign
TOPE CAPITAL LTD,BLTZ,GRAHA LAYAR PRIMA Tbk,"ADVERTISING,PRINTING and MEDIA",4.26,37203432,100449266400.0,Insurance/Pension,Foreign
NAINSOOK INVESTMENTS LTD,BLTZ,GRAHA LAYAR PRIMA Tbk,"ADVERTISING,PRINTING and MEDIA",4.0,34957486,94385212200.0,Insurance/Pension,Foreign
PT CETAK BIRU KAPITAL,BLUE,BERKAH PRIMA PERKASA Tbk,COMPUTER AND SERVICES,28.22,117943900,383317675000.0,Corporation,Local
HERMAN TANSRI,BLUE,BERKAH PRIMA PERKASA Tbk,COMPUTER AND SERVICES,24.52,102500000,333125000000.0,Individual,Local
Siek Agung Guntoro,BLUE,BERKAH PRIMA PERKASA Tbk,COMPUTER AND SERVICES,17.94,75000000,243750000000.0,Individual,Local
FADJAR TASRIF,BLUE,BERKAH PRIMA PERKASA Tbk,COMPUTER AND SERVICES,10.17,42500000,138125000000.0,Individual,Local
RUDY TASRIF,BLUE,BERKAH PRIMA PERKASA Tbk,COMPUTER AND SERVICES,7.18,30000000,97500000000.0,Individual,Local
PT. INDO CAPITAL SEKURITAS,BLUE,BERKAH PRIMA PERKASA Tbk,COMPUTER AND SERVICES,4.26,17799500,57848375000.0,Securities Co,Local
KASIKORN VISION FINANCIAL COMPANY PTE LTD,BMAS,BANK MASPION INDONESIA Tbk,BANK,86.03,15574208968,8410072842720.0,Corporation,Foreign
PT ALIM INVESTINDO,BMAS,BANK MASPION INDONESIA Tbk,BANK,4.9,887030453,478996444620.0,Corporation,Local
PT MASPION,BMAS,BANK MASPION INDONESIA Tbk,BANK,3.56,644458115,348007382100.0,Corporation,Local
KASIKORNBANK PUBLIC COMPANY LIMITED,BMAS,BANK MASPION INDONESIA Tbk,BANK,2.45,443901808,239706976320.0,Insurance/Pension,Foreign
PT KASIKORN VISION FINANCIAL INDONESIA,BMAS,BANK MASPION INDONESIA Tbk,BANK,1.0,181026624,97754376960.0,Corporation,Local
PT. AMMAR AL AMANAH,BMBL,LAVENDER BINA CENDIKIA Tbk,OTHERS - CONSUMER GOODS INDUSTRY,25.12,258750000,8021250000.0,Corporation,Local
PT SENTRA INVESTA MAKSIMA,BMBL,LAVENDER BINA CENDIKIA Tbk,OTHERS - CONSUMER GOODS INDUSTRY,9.52,98070600,3040188600.0,Corporation,Local
GALIH PANDEKAR,BMBL,LAVENDER BINA CENDIKIA Tbk,OTHERS - CONSUMER GOODS INDUSTRY,9.34,96250000,2983750000.0,Individual,Local
AULIA FIRDAUS,BMBL,LAVENDER BINA CENDIKIA Tbk,OTHERS - CONSUMER GOODS INDUSTRY,7.65,78750000,2441250000.0,Individual,Local
HAIYANTO,BMBL,LAVENDER BINA CENDIKIA Tbk,OTHERS - CONSUMER GOODS INDUSTRY,4.22,43517600,1349045600.0,Individual,Local
RADIUS ERWIN DA SILVA S. KOM,BMBL,LAVENDER BINA CENDIKIA Tbk,OTHERS - CONSUMER GOODS INDUSTRY,2.24,23044200,714370200.0,Individual,Local
EDDY,BMBL,LAVENDER BINA CENDIKIA Tbk,OTHERS - CONSUMER GOODS INDUSTRY,2.21,22788900,706455900.0,Individual,Local
BARTO HENDRICHO SIBURIAN,BMBL,LAVENDER BINA CENDIKIA Tbk,OTHERS - CONSUMER GOODS INDUSTRY,1.66,17150000,531650000.0,Individual,Local
SARI YANTO,BMBL,LAVENDER BINA CENDIKIA Tbk,OTHERS - CONSUMER GOODS INDUSTRY,1.24,12800000,396800000.0,Individual,Local
RISDIYANTO KURNIAWAN,BMBL,LAVENDER BINA CENDIKIA Tbk,OTHERS - CONSUMER GOODS INDUSTRY,1.19,12272000,380432000.0,Individual,Local
PT. BUNDA INVESTAMA INDONESIA,BMHS,BUNDAMEDIK Tbk,HEALTH CARE,57.37,4935430900,937731871000.0,Corporation,Local
AKASYA INVESTMENTS LIMITED,BMHS,BUNDAMEDIK Tbk,HEALTH CARE,4.9,421416176,80069073440.0,Corporation,Foreign
MULBERRY CAPITAL LIMITED,BMHS,BUNDAMEDIK Tbk,HEALTH CARE,3.7,318713500,60555565000.0,Corporation,Foreign
ARCADIA HEALING LTD,BMHS,BUNDAMEDIK Tbk,HEALTH CARE,3.4,292397700,55555563000.0,Corporation,Foreign
ivan rizal sini,BMHS,BUNDAMEDIK Tbk,HEALTH CARE,3.24,278600000,52934000000.0,Individual,Local
IR.MESHA RIZAL SINI,BMHS,BUNDAMEDIK Tbk,HEALTH CARE,3.24,278600000,52934000000.0,Individual,Local
RITO ALAM RIZAL SINI,BMHS,BUNDAMEDIK Tbk,HEALTH CARE,3.24,278602400,52934456000.0,Individual,Local
RENOBULAN RIZAL SINI SUHEIMI,BMHS,BUNDAMEDIK Tbk,HEALTH CARE,2.42,207786000,39479340000.0,Individual,Local
IETJE IKA S RIZAL SINI,BMHS,BUNDAMEDIK Tbk,HEALTH CARE,1.83,157865000,29994350000.0,Individual,Local
GO SIAUW HONG,BMHS,BUNDAMEDIK Tbk,HEALTH CARE,1.6,137875400,26196326000.0,Individual,Local
UNITED OVERSEAS BANK NOMINEES (PRIVATE) LIMITED,BMHS,BUNDAMEDIK Tbk,HEALTH CARE,1.22,105044700,19958493000.0,Corporation,Foreign
LILY SOEPARDIMAN,BMHS,BUNDAMEDIK Tbk,HEALTH CARE,1.16,100000000,19000000000.0,Individual,Local
PT DANANTARA ASSET MANAGEMENT (PERSERO),BMRI,BANK MANDIRI ( PERSERO ) Tbk,BANK,51.48,48048000001,226786560004720.0,Corporation,Local
INDONESIA INVESTMENT AUTHORITY,BMRI,BANK MANDIRI ( PERSERO ) Tbk,BANK,8.0,7466666666,35242666663520.0,Others,Local
DJS KETENAGAKERJAAN PROGRAM JAMINAN HARI TUA,BMRI,BANK MANDIRI ( PERSERO ) Tbk,BANK,1.33,1242240824,5863376689280.0,Insurance,Local
EMPLOYEES PROVIDENT FUND BOARD,BMRI,BANK MANDIRI ( PERSERO ) Tbk,BANK,1.26,1175151900,5546716968000.0,Pension Fund,Foreign
Chance Stand Finance Limited,BMSR,BINTANG MITRA SEMESTARAYA Tbk,WHOLESALE (DURABLE & NON DURABLE GOODS),59.11,685199832,209671148592.0,Others,Foreign
Chemical Asia Corporation PTE. LTD.,BMSR,BINTANG MITRA SEMESTARAYA Tbk,WHOLESALE (DURABLE & NON DURABLE GOODS),4.81,55743000,17057358000.0,Corporation,Foreign
"PANINVEST TBK, PT",BMSR,BINTANG MITRA SEMESTARAYA Tbk,WHOLESALE (DURABLE & NON DURABLE GOODS),4.49,52000000,15912000000.0,Corporation,Local
TRANS-UNIVERSAL HOLDINGS LTD,BMSR,BINTANG MITRA SEMESTARAYA Tbk,WHOLESALE (DURABLE & NON DURABLE GOODS),4.37,50642500,15496605000.0,Others,Foreign
PEAK CHALLENGE HOLDINGS LIMITED,BMSR,BINTANG MITRA SEMESTARAYA Tbk,WHOLESALE (DURABLE & NON DURABLE GOODS),4.31,50000000,15300000000.0,Corporation,Foreign
LOUISE LI,BMSR,BINTANG MITRA SEMESTARAYA Tbk,WHOLESALE (DURABLE & NON DURABLE GOODS),4.31,50000000,15300000000.0,Individual,Foreign
SUZANNA TANOJO,BMSR,BINTANG MITRA SEMESTARAYA Tbk,WHOLESALE (DURABLE & NON DURABLE GOODS),3.54,41057500,12563595000.0,Individual,Local
DANA PENSIUN KARYAWAN PANIN BANK,BMSR,BINTANG MITRA SEMESTARAYA Tbk,WHOLESALE (DURABLE & NON DURABLE GOODS),3.2,37150000,11367900000.0,Pension Fund,Local
PT. Victoria Investama Tbk,BMSR,BINTANG MITRA SEMESTARAYA Tbk,WHOLESALE (DURABLE & NON DURABLE GOODS),2.88,33368800,10210852800.0,Corporation,Local
PT Prolestari Megapersada,BMSR,BINTANG MITRA SEMESTARAYA Tbk,WHOLESALE (DURABLE & NON DURABLE GOODS),1.88,21811600,6674349600.0,Corporation,Local
PT VICTORIA SEKURITAS INDONESIA,BMSR,BINTANG MITRA SEMESTARAYA Tbk,WHOLESALE (DURABLE & NON DURABLE GOODS),1.06,12269600,3754497600.0,Securities Co,Local
PT. MNC ASIA HOLDING TBK,BMTR,GLOBAL MEDIACOM Tbk,INVESTMENT COMPANY,34.32,5691534300,722824856100.0,Corporation,Local
DRS LO KHENG HONG,BMTR,GLOBAL MEDIACOM Tbk,INVESTMENT COMPANY,6.44,1067633500,135589454500.0,Individual,Local
PT MAYBANK SEKURITAS INDONESIA - REGISTRAR,BMTR,GLOBAL MEDIACOM Tbk,INVESTMENT COMPANY,4.1,679206700,86259250900.0,Securities Co,Local
PT RIZKI BUKIT ABADI,BMTR,GLOBAL MEDIACOM Tbk,INVESTMENT COMPANY,2.59,429700700,54571988900.0,Corporation,Local
PT MNC KAPITAL INDONESIA TBK,BMTR,GLOBAL MEDIACOM Tbk,INVESTMENT COMPANY,2.03,336862800,42781575600.0,Corporation,Local
JABAR INDAH PROPERTINDO PT,BMTR,GLOBAL MEDIACOM Tbk,INVESTMENT COMPANY,1.57,259884400,33005318800.0,Corporation,Local
PT GLOBAL MEDIACOM TBK,BMTR,GLOBAL MEDIACOM Tbk,INVESTMENT COMPANY,1.4,231485500,29398658500.0,Corporation,Local
WIDAYANTI DARMAWAN,BMTR,GLOBAL MEDIACOM Tbk,INVESTMENT COMPANY,1.23,204232500,25937527500.0,Individual,Local
RELIANCEVER HOLDINGS INC,BMTR,GLOBAL MEDIACOM Tbk,INVESTMENT COMPANY,1.21,201191887,25551369649.0,Others,Foreign
LGT BANK AG,BMTR,GLOBAL MEDIACOM Tbk,INVESTMENT COMPANY,1.12,185502000,23558754000.0,Insurance/Pension,Foreign
EFENDI,BMTR,GLOBAL MEDIACOM Tbk,INVESTMENT COMPANY,1.11,183303100,23279493700.0,Individual,Local
PT. GLOBAL TRANSPORT SERVICES,BMTR,GLOBAL MEDIACOM Tbk,INVESTMENT COMPANY,1.07,177688700,22566464900.0,Corporation,Local
BHAKTI INVESTAMA INTERNATIONAL LTD,BMTR,GLOBAL MEDIACOM Tbk,INVESTMENT COMPANY,1.03,170901600,21704503200.0,Corporation,Foreign
PT TAKJUB FINANSIAL TEKNOLOGI,BNBA,BANK BUMI ARTA Tbk,BANK,33.45,1133440000,719734400000.0,Corporation,Local
SURYA HUSADA INVESTMENT PT,BNBA,BANK BUMI ARTA Tbk,BANK,29.53,1000396641,635251867035.0,Unknown,Foreign
DANA GRAHA AGUNG PT,BNBA,BANK BUMI ARTA Tbk,BANK,17.72,600237984,381151119840.0,Unknown,Foreign
PT BUDIMAN KENCANA LESTARI,BNBA,BANK BUMI ARTA Tbk,BANK,10.95,370982305,235573763675.0,Corporation,Local
PORT FRASER INTERNATIONAL LTD,BNBR,BAKRIE AND BROTHERS Tbk,INVESTMENT COMPANY,22.41,38857777917,4041208903368.0,Corporation,Foreign
FOUNTAIN CITY INVESTMENT LTD,BNBR,BAKRIE AND BROTHERS Tbk,INVESTMENT COMPANY,22.17,38445133000,3998293832000.0,Unknown,Foreign
UOB KAY HIAN PRIVATE LIMITED,BNBR,BAKRIE AND BROTHERS Tbk,INVESTMENT COMPANY,8.47,14685041055,1527244269720.0,Securities Co,Foreign
Eurofa Capital Investment Inc,BNBR,BAKRIE AND BROTHERS Tbk,INVESTMENT COMPANY,6.76,11718750000,1218750000000.0,Unknown,Foreign
LEVOCA ENTERPRISE LTD,BNBR,BAKRIE AND BROTHERS Tbk,INVESTMENT COMPANY,5.32,9219385798,958816122992.0,Corporation,Foreign
GRAND MARVEL INVESTMENT CORPORATION,BNBR,BAKRIE AND BROTHERS Tbk,INVESTMENT COMPANY,4.61,8000000000,832000000000.0,Corporation,Foreign
LEGACY TIMES INTERNATIONAL LIMITED,BNBR,BAKRIE AND BROTHERS Tbk,INVESTMENT COMPANY,4.61,8000000000,832000000000.0,Corporation,Foreign
DMS INVESTAMA PT,BNBR,BAKRIE AND BROTHERS Tbk,INVESTMENT COMPANY,3.6,6244966680,649476534720.0,Corporation,Local
PT PRODIGY ENERGY RESOURCES,BNBR,BAKRIE AND BROTHERS Tbk,INVESTMENT COMPANY,3.03,5250000000,546000000000.0,Corporation,Local
INVESTISSEMENT U.T.C.S.A,BNBR,BAKRIE AND BROTHERS Tbk,INVESTMENT COMPANY,2.92,5070180100,527298730400.0,Corporation,Foreign
PT TRIMEGAH SEKURITAS INDONESIA TBK,BNBR,BAKRIE AND BROTHERS Tbk,INVESTMENT COMPANY,1.71,2973700356,309264837024.0,Securities Co,Local
PT. PRIMA ELOK MAKMUR,BNBR,BAKRIE AND BROTHERS Tbk,INVESTMENT COMPANY,1.59,2755341032,286555467328.0,Corporation,Local
PT BIOFUEL INDO SUMATRA,BNBR,BAKRIE AND BROTHERS Tbk,INVESTMENT COMPANY,1.29,2230423800,231964075200.0,Corporation,Local
CIMB GROUP SDN BHD,BNGA,BANK CIMB NIAGA Tbk,BANK,91.45,22991336581,40579709065465.0,Insurance/Pension,Foreign
PT COMMERCE KAPITAL,BNGA,BANK CIMB NIAGA Tbk,BANK,1.02,255399748,450780555220.0,Unknown,Foreign
SORAK FINANCIAL HOLDINGS PTE LTD,BNII,BANK MAYBANK INDONESIA Tbk,BANK,45.02,34312479550,6999745828200.0,Corporation,Foreign
MAYBANK OFFSHORE CORPORATE SERVICES,BNII,BANK MAYBANK INDONESIA Tbk,BANK,33.96,25882393996,5280008375184.0,Corporation,Foreign
VITAL SOLUTION FUND,BNII,BANK MAYBANK INDONESIA Tbk,BANK,8.73,6653168749,1357246424796.0,Corporation,Foreign
MULTI DYNAMIC FUND,BNII,BANK MAYBANK INDONESIA Tbk,BANK,4.79,3650000000,744600000000.0,Corporation,Foreign
GLOBAL AGILITY FUND,BNII,BANK MAYBANK INDONESIA Tbk,BANK,4.79,3650000000,744600000000.0,Corporation,Foreign
PT PROSPERINDO,BNII,BANK MAYBANK INDONESIA Tbk,BANK,1.23,940513633,191864781132.0,Corporation,Local
BANGKOK BANK PUBLIC COMPANY LIMITED,BNLI,BANK PERMATA Tbk,BANK,89.12,32244827604,86738586254760.0,Insurance/Pension,Foreign
CITIGROUP GLOBAL MARKETS LIMITED,BNLI,BANK PERMATA Tbk,BANK,4.82,1743941772,4691203366680.0,Securities Co,Foreign
BARCLAYS CAPITAL SECURITIES LIMITED,BNLI,BANK PERMATA Tbk,BANK,4.77,1726423568,4644079397920.0,Insurance/Pension,Foreign
PT. ASURANSI JIWA SEQUIS LIFE,BNLI,BANK PERMATA Tbk,BANK,1.0,361813743,973278968670.0,Insurance,Local
SUJAYA SOEKARNO PUTRA,BOAT,NEWPORT MARINE SERVICES Tbk,OTHERS - MISCELLANENEOUS INDUSTRY,28.57,1000400000,136054400000.0,Individual,Local
DHARMAWATI DJUHANA,BOAT,NEWPORT MARINE SERVICES Tbk,OTHERS - MISCELLANENEOUS INDUSTRY,21.43,750400000,102054400000.0,Individual,Local
SURYA SOEKARNO PUTRA,BOAT,NEWPORT MARINE SERVICES Tbk,OTHERS - MISCELLANENEOUS INDUSTRY,21.43,750400000,102054400000.0,Individual,Local
SUGIMAN HALIM,BOAT,NEWPORT MARINE SERVICES Tbk,OTHERS - MISCELLANENEOUS INDUSTRY,10.56,369910200,50307787200.0,Individual,Local
PT BERSAMA WEALTH MANAJEMEN,BOAT,NEWPORT MARINE SERVICES Tbk,OTHERS - MISCELLANENEOUS INDUSTRY,4.91,172000000,23392000000.0,Corporation,Local
PT AKSARA MAJU UTAMA,BOAT,NEWPORT MARINE SERVICES Tbk,OTHERS - MISCELLANENEOUS INDUSTRY,3.9,136688600,18589649600.0,Corporation,Local
HENGKY WIJAYA,BOBA,FORMOSA INGREDIENT FACTORY Tbk,FOOD & BEVERAGES,28.9,333973400,53435744000.0,Individual,Local
"KURNIAMITRA DUTA SENTOSA TBK, PT",BOBA,FORMOSA INGREDIENT FACTORY Tbk,FOOD & BEVERAGES,23.71,274000000,43840000000.0,Corporation,Local
TEXTURE MAKER ENTERPRISE CO LTD,BOBA,FORMOSA INGREDIENT FACTORY Tbk,FOOD & BEVERAGES,14.95,172784000,27645440000.0,Corporation,Foreign
DEWI IRIANTY WIJAYA,BOBA,FORMOSA INGREDIENT FACTORY Tbk,FOOD & BEVERAGES,5.92,68427000,10948320000.0,Individual,Local
"PRESERVED FOOD SPECIALTY CO., LTD",BOBA,FORMOSA INGREDIENT FACTORY Tbk,FOOD & BEVERAGES,4.39,50775000,8124000000.0,Corporation,Foreign
MISS PAPORN MAHATTANOBOL,BOBA,FORMOSA INGREDIENT FACTORY Tbk,FOOD & BEVERAGES,4.39,50775000,8124000000.0,Individual,Foreign
PEI-YI LIU TAMMY LIU,BOBA,FORMOSA INGREDIENT FACTORY Tbk,FOOD & BEVERAGES,3.43,39692300,6350768000.0,Individual,Foreign
